db	id	synonym	preferred
OMIM	300257	PSEUDOGLYCOGENOSIS II	FALSE
OMIM	300257	ANTOPOL DISEASE	FALSE
OMIM	300257	LYSOSOMAL GLYCOGEN STORAGE DISEASE WITHOUT ACID MALTASE DEFICIENCY,FORMERLY	FALSE
OMIM	300257	GLYCOGEN STORAGE DISEASE IIb; GSD2B, FORMERLY	FALSE
OMIM	300257	GSD IIb, FORMERLY	FALSE
OMIM	300266	SPASTIC PARAPLEGIA 16, X-LINKED	TRUE
OMIM	300273	GOITER, MULTINODULAR 2	TRUE
OMIM	300280	URUGUAY FACIOCARDIOMUSCULOSKELETAL SYNDROME; FCMSU	TRUE
OMIM	300322	LESCH-NYHAN SYNDROME; LNS	TRUE
OMIM	300323	GOUT, HPRT-RELATED	TRUE
OMIM	300337	HYPOMELANOSIS OF ITO; HMI	TRUE
OMIM	300337	INCONTINENTIA PIGMENTI ACHROMIANS; IPA	FALSE
OMIM	300337	ITO HYPOMELANOSIS; ITO	FALSE
OMIM	300337	INCONTINENTIA PIGMENTI, TYPE I, FORMERLY; IP1, FORMERLY	FALSE
OMIM	300354	MENTAL RETARDATION, X-LINKED, SYNDROMIC, CABEZAS TYPE; MRXSC	TRUE
OMIM	300367	THROMBOCYTOPENIA, X-LINKED, WITH OR WITHOUT DYSERYTHROPOIETIC ANEMIA;XLTDA	TRUE
OMIM	300428	MENTAL RETARDATION, X-LINKED 2	TRUE
OMIM	300431	ATKIN-FLAITZ SYNDROME	TRUE
OMIM	300489	SPINAL MUSCULAR ATROPHY, DISTAL, X-LINKED 3	TRUE
OMIM	300494	ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 1; ASPGX1	TRUE
OMIM	300497	ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 2; ASPGX2	TRUE
OMIM	300500	ALBINISM, OCULAR, TYPE I	TRUE
OMIM	300523	ALLAN-HERNDON-DUDLEY SYNDROME	TRUE
OMIM	300534	MENTAL RETARDATION, X-LINKED, SYNDROMIC, CLAES-JENSEN TYPE; MRXSCJ	TRUE
OMIM	300534	MENTAL RETARDATION, X-LINKED, SYNDROMIC, JARID1C-RELATED; MRXSJ	FALSE
OMIM	300589	NYSTAGMUS 5, CONGENITAL, X-LINKED; NYS5	TRUE
OMIM	300602	CLARK-BARAITSER SYNDROME	TRUE
OMIM	300614	DEAFNESS, X-LINKED 5; DFNX5	TRUE
OMIM	300622	TN POLYAGGLUTINATION SYNDROME; TNPS	TRUE
OMIM	300622	GALACTOSYLTRANSFERASE DEFICIENCY	FALSE
OMIM	300624	FRAGILE X MENTAL RETARDATION SYNDROME	TRUE
OMIM	300650	ALBINISM, OCULAR, WITH LATE-ONSET SENSORINEURAL DEAFNESS	TRUE
OMIM	300661	PHOSPHORIBOSYLPYROPHOSPHATE SYNTHETASE SUPERACTIVITY	TRUE
OMIM	300755	AGAMMAGLOBULINEMIA, X-LINKED; XLA	TRUE
OMIM	300755	BRUTON-TYPE AGAMMAGLOBULINEMIA	FALSE
OMIM	300755	AGAMMAGLOBULINEMIA, X-LINKED, TYPE 1; AGMX1	FALSE
OMIM	300755	IMMUNODEFICIENCY 1; IMD1HYPOGAMMAGLOBULINEMIA, X-LINKED, INCLUDED	FALSE
OMIM	300758	HYPOSPADIAS 2, X-LINKED; HYSP2	TRUE
OMIM	300814	NYSTAGMUS 6, CONGENITAL, X-LINKED; NYS6	TRUE
OMIM	300835	ANEMIA, X-LINKED, WITH OR WITHOUT NEUTROPENIA AND/OR PLATELET ABNORMALITIES;XLANP	TRUE
OMIM	300845	MOYAMOYA DISEASE 4 WITH SHORT STATURE, HYPERGONADOTROPIC HYPOGONADISM,AND FACIAL DYSMORPHISM; MYMY4	TRUE
OMIM	300845	CHROMOSOME XQ28 DELETION SYNDROME, 3.4-KB	FALSE
OMIM	300845	SYNDROMIC MOYAMOYA DISEASE	FALSE
OMIM	300864	CEREBRAL-CEREBELLAR-COLOBOMA SYNDROME, X-LINKED	TRUE
OMIM	300867	KABUKI SYNDROME 2; KABUK2	TRUE
OMIM	300868	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 2; MCAHS2	TRUE
OMIM	300894	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5; NBIA5	TRUE
OMIM	300894	BETA-PROPELLER PROTEIN-ASSOCIATED NEURODEGENERATION; BPAN	FALSE
OMIM	300894	STATIC ENCEPHALOPATHY OF CHILDHOOD WITH NEURODEGENERATION IN ADULTHOOD;SENDA	FALSE
OMIM	300896	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIm; CDG2M	TRUE
OMIM	300952	LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 3; LSDMCA3	TRUE
OMIM	300971	BARTTER SYNDROME, TYPE 5, ANTENATAL, TRANSIENT	TRUE
OMIM	301000	WISKOTT-ALDRICH SYNDROME; WAS	TRUE
OMIM	301000	WISKOTT-ALDRICH SYNDROME 1; WAS1	FALSE
OMIM	301000	ALDRICH SYNDROME	FALSE
OMIM	301000	ECZEMA-THROMBOCYTOPENIA-IMMUNODEFICIENCY SYNDROME	FALSE
OMIM	301000	IMMUNODEFICIENCY 2; IMD2	FALSE
OMIM	301050	ALPORT SYNDROME, X-LINKED; ATS	TRUE
OMIM	301500	Fabry disease	TRUE
OMIM	302060	BARTH SYNDROME; BTHS	TRUE
OMIM	302350	NANCE-HORAN SYNDROME	TRUE
OMIM	302800	CHARCOT-MARIE-TOOTH DISEASE, X-LINKED DOMINANT, 1; CMTX1	TRUE
OMIM	302800	CMTX	FALSE
OMIM	302800	CHARCOT-MARIE-TOOTH PERONEAL MUSCULAR ATROPHY, X-LINKED	FALSE
OMIM	302800	HEREDITARY MOTOR AND SENSORY NEUROPATHY, X-LINKED	FALSE
OMIM	302800	HMSN, X-LINKED	FALSE
OMIM	302800	CHARCOT-MARIE-TOOTH NEUROPATHY, X-LINKED, 1	FALSE
OMIM	302800	CMT2, FORMERLY	FALSE
OMIM	302900	CHARCOT-MARIE-TOOTH PERONEAL MUSCULAR ATROPHY AND FRIEDREICH ATAXIA,COMBINED	TRUE
OMIM	302950	CHONDRODYSPLASIA PUNCTATA 1, X-LINKED RECESSIVE	TRUE
OMIM	303600	COFFIN-LOWRY SYNDROME; CLS	TRUE
OMIM	304050	AICARDI SYNDROME; AIC	TRUE
OMIM	304110	CRANIOFRONTONASAL SYNDROME; CFNS	TRUE
OMIM	304120	OTOPALATODIGITAL SYNDROME, TYPE II; OPD2	TRUE
OMIM	304120	OPD II SYNDROME	FALSE
OMIM	304120	OPD SYNDROME 2	FALSE
OMIM	304120	CRANIOORODIGITAL SYNDROME	FALSE
OMIM	304120	FACIOPALATOOSSEOUS SYNDROME; FPO	FALSE
OMIM	304150	OCCIPITAL HORN SYNDROME; OHS	TRUE
OMIM	304150	CUTIS LAXA, X-LINKED, FORMERLY	FALSE
OMIM	304150	EHLERS-DANLOS SYNDROME, OCCIPITAL HORN TYPE, FORMERLY	FALSE
OMIM	304150	EDS IX, FORMERLY	FALSE
OMIM	304150	EDS9, FORMERLY	FALSE
OMIM	304400	DEAFNESS, X-LINKED 2	TRUE
OMIM	304800	DIABETES INSIPIDUS, NEPHROGENIC, X-LINKED	TRUE
OMIM	304900	DIABETES INSIPIDUS, NEUROHYPOPHYSEAL TYPE	TRUE
OMIM	305000	DYSKERATOSIS CONGENITA, X-LINKED; DKCX	TRUE
OMIM	305100	ECTODERMAL DYSPLASIA 1, HYPOHIDROTIC, X-LINKED; XHED	TRUE
OMIM	305390	EXUDATIVE VITREORETINOPATHY 2, X-LINKED; EVR2	TRUE
OMIM	305390	EXUDATIVE VITREORETINOPATHY, FAMILIAL, 2	FALSE
OMIM	305390	EVRX	FALSE
OMIM	305390	FEVR, X-LINKED; FEVRX	FALSE
OMIM	305400	Aarskog-Scott syndrome	TRUE
OMIM	305600	FOCAL DERMAL HYPOPLASIA; FDH	TRUE
OMIM	305700	SERTOLI CELL-ONLY SYNDROME	TRUE
OMIM	305800	MEMBRANOPROLIFERATIVE GLOMERULONEPHRITIS, X-LINKED	TRUE
OMIM	306955	HETEROTAXY, VISCERAL, 1, X-LINKED; HTX1	TRUE
OMIM	307200	ISOLATED GROWTH HORMONE DEFICIENCY, TYPE III; IGHD3	TRUE
OMIM	307200	IGHD III	FALSE
OMIM	307200	GROWTH HORMONE DEFICIENCY WITH HYPOGAMMAGLOBULINEMIA	FALSE
OMIM	307200	HYPOGAMMAGLOBULINEMIA AND ISOLATED GROWTH HORMONE DEFICIENCY, X-LINKED	FALSE
OMIM	307200	AGAMMAGLOBULINEMIA AND ISOLATED GROWTH HORMONE DEFICIENCY, X-LINKED	FALSE
OMIM	307200	FLEISHER SYNDROME	FALSE
OMIM	308050	CONGENITAL HEMIDYSPLASIA WITH ICHTHYOSIFORM ERYTHRODERMA AND LIMB DEFECTS	TRUE
OMIM	308280	IMPACTED TEETH, MULTIPLE	TRUE
OMIM	308500	IRIS HYPOPLASIA WITH GLAUCOMA; IHG	TRUE
OMIM	308700	HYPOGONADOTROPIC HYPOGONADISM 1 WITH OR WITHOUT ANOSMIA; HH1	TRUE
OMIM	308750	KALLMANN SYNDROME WITH SPASTIC PARAPLEGIA	TRUE
OMIM	308800	KERATOSIS FOLLICULARIS SPINULOSA DECALVANS, X-LINKED; KFSDX	TRUE
OMIM	308905	LEBER OPTIC ATROPHY, SUSCEPTIBILITY TO	TRUE
OMIM	308940	LEIOMYOMATOSIS, DIFFUSE, WITH ALPORT SYNDROME; DL-ATS	TRUE
OMIM	308940	LEIOMYOMATOSIS, ESOPHAGEAL AND VULVAL, WITH NEPHROPATHY	FALSE
OMIM	308940	ALPORT SYNDROME AND DIFFUSE LEIOMYOMATOSIS; ATS-DL	FALSE
OMIM	308940	CHROMOSOME Xq22.3 CENTROMERIC DELETION SYNDROME	FALSE
OMIM	309000	LOWE OCULOCEREBRORENAL SYNDROME	TRUE
OMIM	309300	MEGALOCORNEA	TRUE
OMIM	309350	MELNICK-NEEDLES SYNDROME	TRUE
OMIM	309500	RENPENNING SYNDROME 1; RENS1	TRUE
OMIM	309541	METHYLMALONIC ACIDEMIA AND HOMOCYSTEINEMIA, cblX TYPE	TRUE
OMIM	309545	MENTAL RETARDATION, X-LINKED, SYNDROMIC 12; MRXS12	TRUE
OMIM	309580	MENTAL RETARDATION-HYPOTONIC FACIES SYNDROME, X-LINKED, 1; MRXHF1	TRUE
OMIM	309800	MICROPHTHALMIA, SYNDROMIC 1	TRUE
OMIM	309900	MUCOPOLYSACCHARIDOSIS, TYPE II	TRUE
OMIM	310300	EMERY-DREIFUSS MUSCULAR DYSTROPHY 1, X-LINKED; EDMD1	TRUE
OMIM	310600	NORRIE DISEASE; ND	TRUE
OMIM	310600	ATROPHIA BULBORUM HEREDITARIA	FALSE
OMIM	310600	EPISKOPI BLINDNESS	FALSE
OMIM	311200	OROFACIODIGITAL SYNDROME I; OFD1	TRUE
OMIM	311250	ORNITHINE TRANSCARBAMYLASE DEFICIENCY, HYPERAMMONEMIA DUE TO	TRUE
OMIM	311250	ORNITHINE CARBAMOYLTRANSFERASE DEFICIENCY	FALSE
OMIM	311250	OTC DEFICIENCYVALPROATE SENSITIVITY, INCLUDED	FALSE
OMIM	311300	OTOPALATODIGITAL SYNDROME, TYPE I; OPD1	TRUE
OMIM	311300	OPD I SYNDROME	FALSE
OMIM	311300	OPD SYNDROME 1OTOPALATODIGITAL SPECTRUM DISORDER, INCLUDED	FALSE
OMIM	311300	FRONTOOTOPALATODIGITAL OSTEODYSPLASIA, INCLUDED	FALSE
OMIM	311450	PALLISTER W SYNDROME	TRUE
OMIM	311450	W SYNDROME	FALSE
OMIM	311900	TARP SYNDROME; TARPS	TRUE
OMIM	312000	PANHYPOPITUITARISM, X-LINKED	TRUE
OMIM	312080	PELIZAEUS-MERZBACHER DISEASE	TRUE
OMIM	312150	MULTIPLE PTERYGIUM SYNDROME, X-LINKED	TRUE
OMIM	312150	PTERYGIUM SYNDROME, MULTIPLE, X-LINKED	FALSE
OMIM	312170	PYRUVATE DEHYDROGENASE E1-ALPHA DEFICIENCY; PDHAD	TRUE
OMIM	312550	RETINAL DYSPLASIA, PRIMARY	TRUE
OMIM	312870	SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1	TRUE
OMIM	313850	THORACOABDOMINAL SYNDROME	TRUE
OMIM	313900	THROMBOCYTOPENIA 1	TRUE
OMIM	314320	TRIGONOCEPHALY WITH SHORT STATURE AND DEVELOPMENTAL DELAY	TRUE
OMIM	314390	VACTERL ASSOCIATION, X-LINKED, WITH OR WITHOUT HYDROCEPHALUS; VACTERLX	TRUE
OMIM	314600	WILDERVANCK SYNDROME	TRUE
OMIM	400003	DELETED IN AZOOSPERMIA	TRUE
OMIM	400043	DEAFNESS, Y-LINKED 1	TRUE
OMIM	400045	46,XX SEX REVERSAL 1; SRXX1	TRUE
OMIM	400047	DEAFNESS, Y-LINKED 2; DFNY2	TRUE
OMIM	415000	SPERMATOGENIC FAILURE, NONOBSTRUCTIVE, Y-LINKED	TRUE
OMIM	424500	GONADOBLASTOMA	TRUE
OMIM	475000	GROWTH CONTROL, Y-CHROMOSOME INFLUENCED	TRUE
OMIM	500001	LEBER OPTIC ATROPHY AND DYSTONIA	TRUE
OMIM	530000	KEARNS-SAYRE SYNDROME; KSS	TRUE
OMIM	535000	LEBER OPTIC ATROPHY	TRUE
OMIM	535000	LEBER HEREDITARY OPTIC NEUROPATHY; LHON	FALSE
OMIM	600081	VITAMIN D HYDROXYLATION-DEFICIENT RICKETS, TYPE 1B	TRUE
OMIM	600089	PANCREATIC BETA CELL AGENESIS WITH NEONATAL DIABETES MELLITUS	TRUE
OMIM	600096	PUERTO RICAN INFANT HYPOTONIA SYNDROME	TRUE
OMIM	600118	WARBURG MICRO SYNDROME 1	TRUE
OMIM	600142	CEREBRAL ARTERIOPATHY, AUTOSOMAL RECESSIVE, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY; CARASIL	TRUE
OMIM	600143	CEROID LIPOFUSCINOSIS, NEURONAL, 8	TRUE
OMIM	600224	SPINOCEREBELLAR ATAXIA 5; SCA5	TRUE
OMIM	600257	BOR-DUANE HYDROCEPHALUS CONTIGUOUS GENE SYNDROME	TRUE
OMIM	600268	OCULOECTODERMAL SYNDROME; OES	TRUE
OMIM	600274	FRONTOTEMPORAL DEMENTIA; FTD	TRUE
OMIM	600302	FRYNS MACROCEPHALY	TRUE
OMIM	600302	MACROCEPHALY WITH SPASTIC PARAPLEGIA AND DISTINCTIVE CRANIOFACIALAPPEARANCE	FALSE
OMIM	600376	TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 2; HHT2	TRUE
OMIM	600383	MESOMELIA-SYNOSTOSES SYNDROME	TRUE
OMIM	600384	APHALANGIA, PARTIAL, WITH SYNDACTYLY AND DUPLICATION OF METATARSALIV	TRUE
OMIM	600419	ANGIOKERATOMA CORPORIS DIFFUSUM WITH ARTERIOVENOUS FISTULAS	TRUE
OMIM	600638	FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 3A, WITH OR WITHOUT EXTRAOCULARINVOLVEMENT; CFEOM3A	TRUE
OMIM	600638	FEOM3 LOCUS	FALSE
OMIM	600649	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, INFANTILE	TRUE
OMIM	600679	DERMOID CYSTS, FAMILIAL FRONTONASAL	TRUE
OMIM	600790	CHORIORETINAL ATROPHY, PROGRESSIVE BIFOCAL	TRUE
OMIM	600791	ENLARGED VESTIBULAR AQUEDUCT	TRUE
OMIM	600795	FRONTOTEMPORAL DEMENTIA, CHROMOSOME 3-LINKED; FTD3	TRUE
OMIM	600858	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 6; CMH6	TRUE
OMIM	600882	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2B; CMT2B	TRUE
OMIM	600901	FANCONI ANEMIA, COMPLEMENTATION GROUP E; FANCE	TRUE
OMIM	600903	WISKOTT-ALDRICH SYNDROME, AUTOSOMAL DOMINANT FORM	TRUE
OMIM	600920	VAN DEN ENDE-GUPTA SYNDROME; VDEGS	TRUE
OMIM	600969	EPIPHYSEAL DYSPLASIA, MULTIPLE, 3; EDM3	TRUE
OMIM	601027	TIBIA, ABSENCE OR HYPOPLASIA OF, WITH POLYDACTYLY, RETROCEREBELLAR ARACHNOID CYST, AND OTHER ANOMALIES	TRUE
OMIM	601068	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 1; FAME1	TRUE
OMIM	601104	SUPRANUCLEAR PALSY, PROGRESSIVE, 1; PSNP1	TRUE
OMIM	601163	DIAPHRAGMATIC DEFECTS, LIMB DEFICIENCIES, AND OSSIFICATION DEFECTS OF SKULL	TRUE
OMIM	601186	MICROPHTHALMIA, SYNDROMIC 9; MCOPS9	TRUE
OMIM	601202	CATARACT, ANTERIOR POLAR, 2	TRUE
OMIM	601321	NEUROFIBROMATOSIS-NOONAN SYNDROME; NFNS	TRUE
OMIM	601353	BRACHYCEPHALY, DEAFNESS, CATARACT, MICROSTOMIA, AND MENTAL RETARDATION	TRUE
OMIM	601376	CHONDRODYSPLASIA, LETHAL, WITH LONG BONE ANGULATION AND MIXED BONE DENSITY	TRUE
OMIM	601389	CERVICAL RIBS, SPRENGEL ANOMALY, ANAL ATRESIA, AND URETHRAL OBSTRUCTION	TRUE
OMIM	601419	MYOPATHY, MYOFIBRILLAR, 1; MFM1	TRUE
OMIM	601449	DEAFNESS, PROGRESSIVE, WITH STAPES FIXATION	TRUE
OMIM	601453	TRICHODENTAL DYSPLASIA	TRUE
OMIM	601457	SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-NEGATIVE, NK CELL-POSITIVE	TRUE
OMIM	601492	MUCOPOLYSACCHARIDOSIS TYPE IX	TRUE
OMIM	601549	ALACRIMA	TRUE
OMIM	601552	FACIAL DYSMORPHISM, LENS DISLOCATION, ANTERIOR SEGMENT ABNORMALITIES, AND SPONTANEOUS FILTERING BLEBS; FDLAB	TRUE
OMIM	601559	STUVE-WIEDEMANN SYNDROME	TRUE
OMIM	601596	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4C; CMT4C	TRUE
OMIM	601631	ANTERIOR SEGMENT DYSGENESIS 3	TRUE
OMIM	601650	PARAGANGLIOMAS 2	TRUE
OMIM	601678	BARTTER SYNDROME, TYPE 1, ANTENATAL	TRUE
OMIM	601701	ARTHROGRYPOSIS AND ECTODERMAL DYSPLASIA	TRUE
OMIM	601707	CURRY-JONES SYNDROME	TRUE
OMIM	601780	CEROID LIPOFUSCINOSIS, NEURONAL, 6	TRUE
OMIM	601803	PALLISTER-KILLIAN SYNDROME	TRUE
OMIM	601809	SPONDYLOSPINAL THORACIC DYSOSTOSIS	TRUE
OMIM	601813	EXUDATIVE VITREORETINOPATHY 4	TRUE
OMIM	601957	ODONTOTRICHOUNGUAL-DIGITAL-PALMAR SYNDROME	TRUE
OMIM	601957	OTUDP SYNDROME	FALSE
OMIM	601992	FRIEDREICH ATAXIA 2; FRDA2	TRUE
OMIM	602078	FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 2; CFEOM2	TRUE
OMIM	602114	NEPHROPATHY, PROGRESSIVE TUBULOINTERSTITIAL, WITH CHOLESTATIC LIVERDISEASE	TRUE
OMIM	602196	PIERRE ROBIN SEQUENCE WITH PECTUS EXCAVATUM AND RIB AND SCAPULAR ANOMALIES	TRUE
OMIM	602248	MALIGNANT ATROPHIC PAPULOSIS	TRUE
OMIM	602248	DEGOS DISEASE	FALSE
OMIM	602248	PAPULOSIS, MALIGNANT ATROPHIC	FALSE
OMIM	602342	Pierpont syndrome	TRUE
OMIM	602433	AMYOTROPHIC LATERAL SCLEROSIS 4, JUVENILE; ALS4	TRUE
OMIM	602433	NEURONOPATHY, DISTAL HEREDITARY MOTOR, WITH PYRAMIDAL FEATURES	FALSE
OMIM	602475	OSSIFICATION OF THE POSTERIOR LONGITUDINAL LIGAMENT OF SPINE; OPLL	TRUE
OMIM	602481	MIGRAINE, FAMILIAL HEMIPLEGIC, 2; FHM2	TRUE
OMIM	602522	BARTTER SYNDROME, TYPE 4A, NEONATAL, WITH SENSORINEURAL DEAFNESS	TRUE
OMIM	602531	GRANGE SYNDROME; GRNG	TRUE
OMIM	602579	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ib; CDG1B	TRUE
OMIM	602629	DYSTONIA 6, TORSION	TRUE
OMIM	602849	Muenke syndrome	TRUE
OMIM	602875	ACROMESOMELIC DYSPLASIA, MAROTEAUX TYPE; AMDMST. HELENA DYSPLASIA, INCLUDED	TRUE
OMIM	603147	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ic; CDG1C	TRUE
OMIM	603165	DERMATITIS, ATOPIC	TRUE
OMIM	603285	CEREBRAL CAVERNOUS MALFORMATIONS 3; CCM3	TRUE
OMIM	603543	LIMB-MAMMARY SYNDROME; LMS	TRUE
OMIM	603671	ACROMELIC FRONTONASAL DYSOSTOSIS; AFND	TRUE
OMIM	603860	MEDULLARY CYSTIC KIDNEY DISEASE 2; MCKD2	TRUE
OMIM	603860	MEDULLARY CYSTIC KIDNEY DISEASE 2, AUTOSOMAL DOMINANT; ADMCKD2	FALSE
OMIM	604121	CEREBELLAR ATAXIA, DEAFNESS, AND NARCOLEPSY, AUTOSOMAL DOMINANT; ADCADN	TRUE
OMIM	604278	RENAL TUBULAR ACIDOSIS, PROXIMAL, WITH OCULAR ABNORMALITIES AND MENTALRETARDATION	TRUE
OMIM	604292	ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 3; EEC3	TRUE
OMIM	604314	BLEPHAROPHIMOSIS WITH FACIAL AND GENITAL ANOMALIES AND MENTAL RETARDATION	TRUE
OMIM	604320	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 1; DSMA1	TRUE
OMIM	604326	SPINOCEREBELLAR ATAXIA 12	TRUE
OMIM	604387	NEPHRONOPHTHISIS 3; NPHP3	TRUE
OMIM	604387	NPH3	FALSE
OMIM	604416	PYOGENIC STERILE ARTHRITIS, PYODERMA GANGRENOSUM, AND ACNE	TRUE
OMIM	604563	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B2; CMT4B2	TRUE
OMIM	605282	Temtamy preaxial brachydactyly syndrome	TRUE
OMIM	605289	SPLIT-HAND/FOOT MALFORMATION 4; SHFM4	TRUE
OMIM	605321	FRONTOOCULAR SYNDROME	TRUE
OMIM	605361	SPINOCEREBELLAR ATAXIA 14	TRUE
OMIM	605373	PARAGANGLIOMAS 3	TRUE
OMIM	605419	SCHIZOPHRENIA 10	TRUE
OMIM	605432	RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA	TRUE
OMIM	605627	CEREBROOCULONASAL SYNDROME	TRUE
OMIM	605750	EXUDATIVE VITREORETINOPATHY 3; EVR3	TRUE
OMIM	605899	GLYCINE ENCEPHALOPATHY; GCE	TRUE
OMIM	606054	PROPIONIC ACIDEMIA	TRUE
OMIM	606156	SENER SYNDROME	TRUE
OMIM	606156	FRONTONASAL DYSPLASIA AND DILATED VIRCHOW-ROBIN SPACES	FALSE
OMIM	606164	DIAMOND-BLACKFAN ANEMIA 15 WITH MANDIBULOFACIAL DYSOSTOSIS; DBA15	TRUE
OMIM	606232	PHELAN-MCDERMID SYNDROME; PHMDS	TRUE
OMIM	606242	MENTAL RETARDATION, MICROCEPHALY, GROWTH RETARDATION, JOINT CONTRACTURES,AND FACIAL DYSMORPHISM	TRUE
OMIM	606242	KONDOH SYNDROME	FALSE
OMIM	606324	PARKINSON DISEASE 7, AUTOSOMAL RECESSIVE EARLY-ONSET	TRUE
OMIM	606353	PRIMARY LATERAL SCLEROSIS, JUVENILE; PLSJ	TRUE
OMIM	606482	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE B; CMTDIB	TRUE
OMIM	606552	EPISODIC ATAXIA, TYPE 4	TRUE
OMIM	606595	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2F; CMT2F	TRUE
OMIM	606693	KUFOR-RAKEB SYNDROME	TRUE
OMIM	606703	DYSKINESIA, FAMILIAL, WITH FACIAL MYOKYMIA; FDFM	TRUE
OMIM	606764	GASTROINTESTINAL STROMAL TUMOR; GIST	TRUE
OMIM	606772	MENTAL RETARDATION, OBESITY, MANDIBULAR PROGNATHISM, AND EYE AND SKINANOMALIES	TRUE
OMIM	606772	MOMES SYNDROME	FALSE
OMIM	606812	FUMARASE DEFICIENCY; FMRD	TRUE
OMIM	606824	GLUCOSE/GALACTOSE MALABSORPTION; GGM	TRUE
OMIM	606835	DIGITAL ARTHROPATHY-BRACHYDACTYLY, FAMILIAL; FDAB	TRUE
OMIM	606895	SYMPHALANGISM, DISTAL, WITH MICRODONTIA, DENTAL PULP STONES, AND NARROWEDZYGOMATIC ARCH	TRUE
OMIM	606966	NEPHRONOPHTHISIS 4	TRUE
OMIM	606995	SENIOR-LOKEN SYNDROME 3	TRUE
OMIM	606996	SENIOR-LOKEN SYNDROME 4; SLSN4	TRUE
OMIM	607136	SPINOCEREBELLAR ATAXIA 17; SCA17	TRUE
OMIM	607136	HUNTINGTON DISEASE-LIKE 4; HDL4	FALSE
OMIM	607323	DUANE-RADIAL RAY SYNDROME; DRRS	TRUE
OMIM	607330	LATHOSTEROLOSIS	TRUE
OMIM	607364	BARTTER SYNDROME, TYPE 3	TRUE
OMIM	607364	BARTTER SYNDROME, CLASSICBARTTER SYNDROME, TYPE 3, WITH HYPOCALCIURIA, INCLUDED	FALSE
OMIM	607373	AUTISM, SUSCEPTIBILITY TO, 8; AUTS8	TRUE
OMIM	607485	FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, GRN-RELATED	TRUE
OMIM	607498	MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 3	TRUE
OMIM	607501	MIGRAINE WITHOUT AURA, SUSCEPTIBILITY TO, 4	TRUE
OMIM	607508	MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 5	TRUE
OMIM	607516	MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 6	TRUE
OMIM	607541	CORNEAL DYSTROPHY, AVELLINO TYPE; CDA	TRUE
OMIM	607541	ACD	FALSE
OMIM	607541	AVELLINO CORNEAL DYSTROPHY	FALSE
OMIM	607541	COMBINED GRANULAR-LATTICE CORNEAL DYSTROPHY	FALSE
OMIM	607541	GRANULAR CORNEAL DYSTROPHY, TYPE II; CGD2	FALSE
OMIM	607554	ATRIAL FIBRILLATION, FAMILIAL, 3; ATFB3	TRUE
OMIM	607616	NIEMANN-PICK DISEASE, TYPE B	TRUE
OMIM	607624	GRISCELLI SYNDROME, TYPE 2; GS2	TRUE
OMIM	607625	NIEMANN-PICK DISEASE, TYPE C2	TRUE
OMIM	607636	VAN BUCHEM DISEASE, TYPE 2	TRUE
OMIM	607684	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2E; CMT2E	TRUE
OMIM	607778	ACROCAPITOFEMORAL DYSPLASIA; ACFD	TRUE
OMIM	607872	CHROMOSOME 1P36 DELETION SYNDROME	TRUE
OMIM	607876	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 2; FAME2	TRUE
OMIM	607876	BENIGN ADULT FAMILIAL MYOCLONIC EPILEPSY 2; BAFME2	FALSE
